trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH2298,P298,23,F,157.9,66.8,rubberized_floor,turf_shoes,0,13.23,Average,1704148710000,-2.13,0.7,9.9,0.7,0.229,-1.101,3.44,3.21,3.49,3.09,2.96,3.02,143.0,3.8,503.0,0.51,1.86,1.15,183.0,0.09,7.5,8.2,9.4,80.0,114.0,13.0,forefoot,127.0,63.0,136.0,111.0
SH2299,P299,17,M,169.8,57.5,grass,spikes,0,12.8,Average,1704148740000,0.04,0.91,8.63,0.501,0.471,-0.169,3.32,3.16,3.41,2.92,2.74,3.12,168.0,3.2,402.0,0.17,1.75,1.18,167.0,0.06,8.8,7.4,9.7,86.0,121.0,16.0,forefoot,134.0,64.0,129.0,101.0
SH2300,P300,15,F,151.8,68.3,concrete,turf_shoes,0,15.54,Below Average,1704148770000,-2.38,0.43,9.0,0.114,0.238,0.528,3.97,3.64,3.98,3.95,2.36,2.57,159.0,3.4,597.0,0.31,1.83,0.95,155.0,0.14,9.1,7.3,9.4,66.0,133.0,15.0,forefoot,173.0,63.0,126.0,106.0
SH2301,P301,21,F,161.7,65.8,gym_floor,turf_shoes,0,12.92,Average,1704148800000,-1.47,-0.4,10.26,-0.723,0.301,-0.178,3.1,3.48,3.08,3.26,3.6,3.1,160.0,4.5,543.0,0.44,1.73,1.17,249.0,0.31,8.2,9.8,8.2,78.0,133.0,8.0,forefoot,285.0,60.0,138.0,106.0
SH2302,P302,24,M,166.2,62.0,rubberized_floor,basketball_shoes,0,11.39,Very Good,1704148830000,0.89,-0.48,10.21,-0.402,0.318,-0.085,2.53,2.85,2.63,3.38,3.45,3.51,167.0,4.4,513.0,0.35,1.23,0.96,160.0,0.39,6.2,9.5,7.0,77.0,104.0,24.0,forefoot,184.0,76.0,127.0,103.0
SH2303,P303,34,F,162.8,82.9,grass,spikes,0,16.0,Below Average,1704148860000,-0.87,0.04,9.99,0.224,-0.403,-0.247,4.39,4.0,3.68,3.92,2.2,2.5,127.0,3.2,551.0,0.49,1.36,0.86,201.0,0.36,9.4,6.9,8.0,85.0,107.0,23.0,midfoot,343.0,80.0,128.0,109.0
SH2304,P304,15,F,157.2,72.3,rubberized_floor,turf_shoes,0,15.42,Below Average,1704148890000,1.85,-1.03,9.35,0.045,-0.036,-1.039,4.07,4.04,3.68,3.63,2.23,2.59,165.0,3.1,470.0,0.53,1.97,0.89,218.0,0.24,9.1,6.4,9.8,87.0,95.0,15.0,forefoot,284.0,76.0,150.0,124.0
SH2305,P305,16,M,170.4,75.2,rubberized_floor,turf_shoes,0,12.08,Good,1704148920000,-0.9,-0.27,10.15,0.114,-0.101,-0.082,2.92,3.06,3.06,3.03,3.77,3.31,174.0,3.8,568.0,0.33,1.93,0.96,187.0,0.28,7.7,6.8,7.3,85.0,97.0,25.0,forefoot,349.0,66.0,122.0,94.0
SH2306,P306,24,F,153.9,61.1,concrete,spikes,0,14.39,Below Average,1704148950000,1.47,0.62,10.33,-0.431,-0.484,1.2,3.34,3.42,3.56,4.06,2.54,2.78,126.0,3.0,493.0,0.41,1.46,0.81,188.0,0.21,7.8,9.7,7.0,65.0,118.0,22.0,forefoot,298.0,78.0,154.0,128.0
SH2307,P307,31,F,165.0,48.6,gym_floor,turf_shoes,0,13.41,Average,1704148980000,2.17,0.35,9.43,0.004,-0.178,-1.063,3.34,3.2,3.56,3.31,3.24,2.98,156.0,3.6,469.0,0.46,1.55,1.24,198.0,0.26,6.9,6.6,7.8,88.0,134.0,21.0,forefoot,318.0,71.0,147.0,118.0
SH2308,P308,22,M,181.6,45.0,synthetic_track,basketball_shoes,0,11.54,Good,1704149010000,-1.66,0.89,9.25,-0.662,-0.238,0.425,2.76,3.08,3.03,2.66,3.67,3.47,160.0,4.0,501.0,0.34,1.98,1.18,196.0,0.3,8.1,8.6,6.9,63.0,98.0,19.0,heel,378.0,77.0,137.0,106.0
SH2309,P309,23,M,162.2,97.3,gym_floor,spikes,0,14.17,Below Average,1704149040000,-1.79,-0.21,10.43,0.412,0.383,-0.25,3.28,3.79,3.77,3.33,2.33,2.82,156.0,4.0,494.0,0.35,1.4,1.34,274.0,0.27,6.9,8.5,7.3,89.0,101.0,8.0,forefoot,344.0,66.0,119.0,95.0
SH2310,P310,33,F,168.5,66.4,synthetic_track,spikes,0,12.97,Average,1704149070000,-0.89,0.31,9.4,-0.34,-0.235,0.005,3.53,3.01,3.42,3.01,2.73,3.08,160.0,3.8,452.0,0.17,1.41,1.21,221.0,0.26,8.0,8.1,6.5,64.0,138.0,22.0,forefoot,269.0,71.0,115.0,92.0
SH2311,P311,23,F,157.6,47.1,rubberized_floor,running_shoes,0,12.9,Average,1704149100000,-2.17,0.52,10.5,-0.532,0.183,0.778,2.94,2.99,3.03,3.94,3.53,3.1,170.0,4.3,514.0,0.27,1.97,1.05,153.0,0.39,6.7,8.7,7.7,81.0,117.0,25.0,midfoot,209.0,61.0,110.0,88.0
SH2312,P312,33,F,166.7,66.3,grass,cross_trainers,0,15.87,Below Average,1704149130000,-1.92,-0.84,9.51,0.326,-0.155,0.896,4.27,3.86,4.23,3.51,2.96,2.52,148.0,3.5,464.0,0.59,1.55,1.24,162.0,0.3,8.4,6.8,8.0,78.0,87.0,21.0,midfoot,320.0,67.0,136.0,109.0
SH2313,P313,15,F,176.5,64.1,synthetic_track,turf_shoes,0,13.05,Average,1704149160000,2.43,0.68,9.38,-0.061,-0.471,-0.816,3.04,3.16,3.32,3.54,2.73,3.07,158.0,4.3,599.0,0.18,1.6,1.16,194.0,0.13,9.7,8.1,7.4,94.0,116.0,13.0,midfoot,187.0,70.0,111.0,79.0
SH2314,P314,26,F,165.6,61.9,rubberized_floor,cross_trainers,0,12.95,Average,1704149190000,-0.76,1.31,9.1,-0.657,0.353,-0.92,2.9,3.42,3.22,3.41,3.14,3.09,137.0,3.4,632.0,0.55,1.2,1.28,174.0,0.06,9.7,7.0,9.3,81.0,119.0,11.0,forefoot,216.0,62.0,122.0,95.0
SH2315,P315,33,M,180.7,60.0,grass,spikes,0,12.83,Average,1704149220000,-0.98,-0.19,10.29,0.272,-0.351,0.927,3.18,3.15,3.04,3.45,2.96,3.12,188.0,4.4,545.0,0.53,1.33,1.25,251.0,0.09,6.8,6.2,7.9,81.0,131.0,12.0,forefoot,250.0,77.0,147.0,117.0
SH2316,P316,17,F,156.6,68.1,gym_floor,basketball_shoes,0,15.88,Below Average,1704149250000,0.04,-0.39,9.53,0.566,0.071,1.165,4.28,3.67,4.26,3.67,2.16,2.52,173.0,4.4,525.0,0.29,1.6,0.9,237.0,0.1,7.6,6.5,9.5,91.0,85.0,24.0,forefoot,315.0,73.0,144.0,118.0
SH2317,P317,23,F,152.9,49.3,concrete,cross_trainers,0,13.1,Average,1704149280000,1.71,0.67,9.81,0.753,0.065,0.559,3.63,3.41,3.13,2.92,3.48,3.05,145.0,3.6,551.0,0.39,1.68,1.27,202.0,0.05,9.4,6.4,7.1,75.0,102.0,17.0,forefoot,224.0,72.0,144.0,114.0
SH2318,P318,20,M,180.2,49.8,rubberized_floor,running_shoes,0,10.85,Very Good,1704149310000,-2.31,-1.25,10.24,0.489,-0.479,0.918,2.68,2.82,2.85,2.5,3.85,3.69,184.0,3.7,526.0,0.43,1.44,1.39,192.0,0.31,6.7,8.9,6.6,86.0,87.0,20.0,forefoot,392.0,72.0,112.0,93.0
SH2319,P319,16,M,169.0,60.4,rubberized_floor,turf_shoes,0,10.64,Very Good,1704149340000,-0.44,-0.98,9.83,0.11,0.129,1.122,2.44,2.73,2.65,2.82,3.61,3.76,190.0,4.1,560.0,0.19,1.73,0.93,256.0,0.4,6.7,6.3,6.5,84.0,123.0,21.0,midfoot,180.0,72.0,121.0,95.0
SH2320,P320,16,M,177.2,67.0,synthetic_track,basketball_shoes,0,12.14,Good,1704149370000,1.04,-0.45,9.56,0.697,-0.458,-0.559,2.7,2.86,3.26,3.32,2.77,3.29,159.0,3.4,600.0,0.47,1.3,1.01,190.0,0.27,6.6,9.9,7.1,61.0,119.0,16.0,forefoot,246.0,80.0,154.0,119.0
SH2321,P321,15,F,170.6,49.2,rubberized_floor,running_shoes,0,13.11,Average,1704149400000,1.87,-0.88,9.09,0.689,0.2,-1.044,3.09,3.43,3.51,3.08,2.59,3.05,149.0,3.2,625.0,0.4,1.26,1.17,217.0,0.34,6.7,8.1,8.5,73.0,89.0,16.0,heel,364.0,66.0,116.0,91.0
SH2322,P322,26,M,159.4,77.0,synthetic_track,spikes,0,12.37,Good,1704149430000,0.57,1.01,9.89,-0.638,0.392,-0.721,3.08,3.09,3.22,2.98,3.06,3.23,189.0,4.5,614.0,0.5,1.44,1.01,202.0,0.12,8.5,8.7,6.4,78.0,90.0,18.0,forefoot,221.0,73.0,130.0,107.0
SH2323,P323,31,M,171.1,72.0,gym_floor,cross_trainers,0,12.0,Good,1704149460000,-2.31,-1.4,8.84,-0.106,0.067,0.71,2.83,3.04,3.05,3.07,3.48,3.33,158.0,3.9,493.0,0.16,1.78,0.81,174.0,0.26,6.1,9.5,8.3,73.0,96.0,22.0,forefoot,188.0,79.0,125.0,108.0
SH2324,P324,26,F,159.9,66.5,synthetic_track,turf_shoes,0,13.07,Average,1704149490000,0.86,0.79,9.65,-0.012,-0.068,0.899,3.27,3.49,3.1,3.22,2.87,3.06,157.0,3.3,497.0,0.44,1.57,1.24,220.0,0.38,9.4,7.3,9.8,68.0,134.0,14.0,midfoot,390.0,78.0,137.0,115.0
SH2325,P325,19,M,187.2,80.0,grass,spikes,0,12.6,Average,1704149520000,-2.21,0.3,9.55,-0.737,-0.487,0.255,3.22,3.12,3.23,3.03,2.69,3.17,188.0,4.5,637.0,0.43,1.8,1.16,207.0,0.28,8.3,6.3,6.6,63.0,113.0,8.0,midfoot,300.0,70.0,133.0,100.0
SH2326,P326,25,F,163.0,50.6,grass,turf_shoes,0,14.06,Below Average,1704149550000,-0.89,0.76,9.72,0.329,-0.395,-0.82,3.68,3.29,3.43,3.66,3.03,2.85,162.0,4.5,541.0,0.56,1.4,0.84,248.0,0.11,8.3,7.6,6.7,72.0,128.0,20.0,midfoot,379.0,63.0,130.0,113.0
SH2327,P327,24,M,175.2,56.5,gym_floor,basketball_shoes,0,11.74,Good,1704149580000,-2.45,0.31,9.12,-0.667,0.281,-0.264,3.22,3.06,2.74,2.72,3.33,3.41,150.0,3.1,498.0,0.16,1.58,0.93,252.0,0.39,8.6,6.1,9.4,93.0,122.0,11.0,forefoot,183.0,69.0,131.0,103.0
SH2328,P328,19,M,171.4,72.2,synthetic_track,spikes,0,10.8,Very Good,1704149610000,-2.2,0.98,8.58,-0.176,-0.08,0.169,2.88,2.49,2.53,2.9,3.1,3.7,168.0,4.5,544.0,0.12,1.25,1.23,211.0,0.21,8.9,9.6,8.3,75.0,138.0,14.0,forefoot,187.0,79.0,136.0,115.0
SH2329,P329,25,F,171.7,66.2,gym_floor,turf_shoes,0,12.93,Average,1704149640000,1.21,0.3,9.91,0.431,0.027,-0.245,3.43,3.1,3.47,2.93,2.63,3.09,158.0,3.6,557.0,0.27,1.36,1.23,175.0,0.29,8.5,9.6,8.4,91.0,139.0,20.0,forefoot,270.0,70.0,131.0,114.0
SH2330,P330,16,M,172.2,71.3,concrete,running_shoes,0,12.18,Good,1704149670000,1.49,-0.95,8.83,0.416,0.191,-0.036,3.27,3.06,3.12,2.73,2.69,3.28,185.0,3.5,478.0,0.25,1.41,0.9,186.0,0.16,7.2,9.8,6.3,65.0,85.0,11.0,forefoot,279.0,64.0,124.0,109.0
SH2331,P331,22,F,160.2,80.2,rubberized_floor,running_shoes,0,15.15,Below Average,1704149700000,1.53,1.07,9.64,0.619,0.362,0.476,4.18,3.79,3.59,3.59,2.5,2.64,133.0,3.5,588.0,0.33,1.44,1.23,241.0,0.29,8.2,7.6,6.9,87.0,139.0,12.0,forefoot,250.0,78.0,128.0,98.0
SH2332,P332,31,M,173.5,58.5,rubberized_floor,turf_shoes,0,10.84,Very Good,1704149730000,2.24,-0.12,9.95,0.08,0.264,-0.438,2.61,2.59,2.52,3.12,4.25,3.69,173.0,4.5,414.0,0.31,1.64,0.93,294.0,0.31,6.8,7.3,9.3,61.0,106.0,15.0,heel,324.0,74.0,137.0,109.0
SH2333,P333,31,F,165.4,76.2,grass,basketball_shoes,0,16.0,Below Average,1704149760000,1.64,-0.24,10.18,-0.499,-0.031,-0.643,4.04,3.9,4.16,3.9,2.12,2.5,168.0,3.6,590.0,0.53,1.48,1.26,236.0,0.34,8.6,7.8,9.6,86.0,112.0,14.0,heel,117.0,78.0,138.0,108.0
SH2334,P334,33,F,162.6,47.1,gym_floor,basketball_shoes,0,13.99,Below Average,1704149790000,-1.55,1.36,8.59,-0.181,-0.165,0.751,3.54,3.42,3.35,3.68,2.86,2.86,134.0,3.7,416.0,0.53,1.81,0.8,267.0,0.21,8.9,6.3,8.2,73.0,136.0,8.0,forefoot,361.0,78.0,133.0,107.0
SH2335,P335,26,M,195.1,55.4,concrete,basketball_shoes,0,12.36,Good,1704149820000,0.98,-0.62,10.29,-0.474,0.397,0.488,2.94,2.87,2.96,3.58,3.66,3.24,185.0,4.2,574.0,0.24,1.46,1.13,168.0,0.1,7.0,8.4,7.1,69.0,90.0,25.0,midfoot,154.0,68.0,119.0,91.0
SH2336,P336,18,M,167.7,66.7,concrete,turf_shoes,0,12.02,Good,1704149850000,-0.36,-0.3,9.4,-0.743,0.093,1.085,2.69,3.19,2.79,3.34,3.71,3.33,199.0,3.1,624.0,0.28,1.24,0.83,286.0,0.38,9.5,6.3,9.2,90.0,137.0,9.0,heel,106.0,63.0,107.0,77.0
SH2337,P337,26,M,173.0,64.0,grass,turf_shoes,0,12.39,Good,1704149880000,-1.82,0.06,9.18,0.138,0.038,1.175,3.29,3.1,3.24,2.76,3.7,3.23,148.0,4.1,504.0,0.53,1.41,1.02,230.0,0.28,8.4,9.5,9.6,91.0,94.0,22.0,forefoot,274.0,79.0,139.0,122.0
SH2338,P338,29,F,177.9,59.9,gym_floor,spikes,0,12.94,Average,1704149910000,-2.14,-1.47,9.02,-0.608,0.128,0.232,3.57,3.05,3.23,3.09,3.51,3.09,169.0,4.4,403.0,0.2,1.39,0.91,256.0,0.16,6.6,7.8,8.5,82.0,80.0,23.0,midfoot,263.0,65.0,144.0,113.0
SH2339,P339,19,M,174.8,65.7,concrete,spikes,0,10.75,Very Good,1704149940000,-2.26,-1.48,10.09,0.258,-0.118,-1.032,2.41,2.54,2.67,3.12,4.13,3.72,155.0,4.4,581.0,0.5,1.42,1.38,247.0,0.14,7.5,8.3,8.3,92.0,96.0,19.0,midfoot,364.0,69.0,138.0,121.0
SH2340,P340,34,F,154.5,65.2,grass,basketball_shoes,0,16.0,Below Average,1704149970000,-0.45,-0.56,9.26,-0.655,0.138,0.991,4.2,4.01,4.3,3.49,2.67,2.5,174.0,4.4,607.0,0.1,1.47,1.18,243.0,0.21,7.2,8.6,8.9,84.0,127.0,20.0,midfoot,384.0,62.0,138.0,118.0
SH2341,P341,17,F,166.6,59.0,concrete,spikes,0,12.63,Average,1704150000000,-0.0,1.18,9.32,0.557,0.294,0.975,2.96,3.4,3.21,3.06,2.87,3.17,135.0,3.8,473.0,0.45,1.68,1.1,263.0,0.25,8.7,6.7,7.8,92.0,107.0,10.0,forefoot,243.0,69.0,119.0,92.0
SH2342,P342,33,F,163.5,50.1,gym_floor,cross_trainers,0,13.55,Below Average,1704150030000,0.61,1.33,8.91,-0.507,0.019,-0.913,3.2,3.42,3.5,3.43,2.71,2.95,162.0,3.3,620.0,0.33,1.36,1.35,286.0,0.23,8.2,7.6,9.7,84.0,99.0,13.0,forefoot,354.0,72.0,130.0,102.0
SH2343,P343,15,M,179.4,77.2,synthetic_track,turf_shoes,0,11.65,Good,1704150060000,-2.42,-0.15,10.32,0.314,0.204,-0.824,2.81,2.97,2.79,3.07,3.55,3.43,170.0,3.6,537.0,0.42,1.39,1.13,293.0,0.35,9.0,8.8,9.3,93.0,81.0,19.0,forefoot,343.0,76.0,118.0,91.0
SH2344,P344,32,F,160.8,60.8,synthetic_track,cross_trainers,0,14.12,Below Average,1704150090000,-0.37,-1.27,9.96,-0.681,0.098,1.002,3.27,3.41,3.74,3.71,2.74,2.83,163.0,3.6,612.0,0.14,1.51,1.38,248.0,0.27,6.4,9.4,7.3,71.0,83.0,11.0,forefoot,385.0,79.0,123.0,91.0
SH2345,P345,28,M,177.0,68.0,gym_floor,running_shoes,0,12.26,Good,1704150120000,1.18,-0.01,10.45,-0.41,0.486,0.749,3.41,3.01,3.26,2.58,3.41,3.26,192.0,4.4,538.0,0.24,1.6,0.85,175.0,0.27,8.4,8.9,7.0,74.0,106.0,16.0,forefoot,159.0,72.0,114.0,97.0
SH2346,P346,31,F,159.1,68.1,concrete,basketball_shoes,0,16.0,Below Average,1704150150000,-1.17,-0.95,8.61,-0.13,0.009,0.959,3.58,3.92,4.07,4.42,2.0,2.5,172.0,3.4,538.0,0.23,1.46,0.87,204.0,0.35,9.9,8.2,7.1,84.0,113.0,20.0,midfoot,158.0,63.0,142.0,123.0
SH2347,P347,32,M,177.9,69.7,grass,running_shoes,0,13.81,Below Average,1704150180000,1.49,-0.48,9.36,-0.269,-0.213,-0.068,3.32,3.6,3.59,3.3,3.18,2.9,143.0,3.3,621.0,0.39,1.89,1.16,234.0,0.07,9.0,8.9,8.0,92.0,120.0,11.0,forefoot,101.0,65.0,118.0,89.0
SH2348,P348,25,M,154.0,84.7,synthetic_track,running_shoes,0,14.33,Below Average,1704150210000,-2.07,0.62,10.25,-0.126,-0.211,-0.131,3.17,3.4,3.33,4.43,3.11,2.79,157.0,3.3,569.0,0.34,1.72,1.31,277.0,0.36,7.2,6.2,6.0,64.0,81.0,22.0,midfoot,267.0,71.0,142.0,121.0
SH2349,P349,26,F,157.0,56.1,concrete,turf_shoes,0,13.38,Average,1704150240000,-1.08,1.29,9.96,-0.426,0.163,-0.321,3.33,3.36,3.45,3.25,2.54,2.99,164.0,3.5,524.0,0.18,1.54,1.22,158.0,0.34,9.2,6.4,8.4,83.0,122.0,21.0,forefoot,190.0,76.0,147.0,129.0
SH2350,P350,28,F,162.5,56.4,concrete,cross_trainers,0,13.71,Below Average,1704150270000,-0.97,-0.85,10.43,-0.321,0.471,0.331,3.25,3.28,3.22,3.96,2.54,2.92,143.0,4.0,566.0,0.29,1.56,0.99,216.0,0.11,10.0,8.3,9.3,90.0,126.0,14.0,midfoot,128.0,61.0,133.0,99.0
SH2351,P351,33,M,183.5,49.7,gym_floor,running_shoes,0,12.5,Good,1704150300000,-0.09,0.34,9.81,-0.635,0.145,0.026,2.88,3.26,3.28,3.08,3.04,3.2,196.0,3.7,535.0,0.13,1.74,0.97,226.0,0.33,6.4,9.4,6.6,67.0,134.0,14.0,forefoot,139.0,73.0,133.0,98.0
SH2352,P352,26,F,168.0,68.4,concrete,basketball_shoes,0,14.98,Below Average,1704150330000,-1.5,0.64,9.61,-0.154,0.283,1.149,4.01,4.02,4.01,2.95,2.24,2.67,128.0,4.3,598.0,0.39,1.54,1.31,221.0,0.16,9.2,8.0,7.6,84.0,134.0,12.0,midfoot,208.0,63.0,104.0,80.0
SH2353,P353,31,F,161.3,58.1,synthetic_track,cross_trainers,0,13.46,Average,1704150360000,2.49,-1.19,9.91,-0.453,-0.294,-1.155,3.37,3.31,3.15,3.63,2.38,2.97,143.0,3.7,435.0,0.6,1.61,0.81,251.0,0.26,6.8,7.4,7.8,78.0,130.0,11.0,forefoot,351.0,69.0,131.0,100.0
SH2354,P354,25,M,192.2,70.9,rubberized_floor,spikes,0,10.78,Very Good,1704150390000,1.56,0.13,8.57,0.729,0.318,0.608,2.51,2.66,2.73,2.87,3.63,3.71,188.0,3.4,582.0,0.49,1.91,1.29,233.0,0.33,8.5,9.2,9.5,75.0,111.0,9.0,midfoot,142.0,66.0,118.0,101.0
SH2355,P355,33,F,159.4,66.9,grass,basketball_shoes,0,16.0,Below Average,1704150420000,1.96,1.01,8.97,0.31,-0.058,-0.684,4.1,3.9,3.88,4.12,2.59,2.5,167.0,4.2,580.0,0.46,1.92,1.1,288.0,0.34,9.2,6.0,9.9,81.0,113.0,11.0,forefoot,177.0,63.0,125.0,104.0
SH2356,P356,20,M,182.6,66.2,synthetic_track,cross_trainers,0,10.93,Very Good,1704150450000,0.24,0.47,9.17,-0.59,0.204,-0.89,2.8,2.78,2.53,2.82,4.12,3.66,177.0,4.0,528.0,0.56,1.77,1.09,277.0,0.26,9.4,7.4,9.4,72.0,115.0,23.0,midfoot,352.0,67.0,119.0,98.0
SH2357,P357,23,F,150.0,54.4,synthetic_track,basketball_shoes,0,13.06,Average,1704150480000,2.19,0.87,9.37,0.225,0.246,-1.029,3.62,3.48,3.02,2.94,3.27,3.06,172.0,4.2,521.0,0.35,1.46,1.25,233.0,0.36,6.4,8.6,8.7,72.0,109.0,21.0,midfoot,269.0,65.0,117.0,87.0
SH2358,P358,18,F,170.4,66.0,grass,turf_shoes,0,14.12,Below Average,1704150510000,-1.57,-0.37,10.01,0.408,-0.29,-0.297,3.24,3.36,3.26,4.26,2.84,2.83,176.0,3.2,484.0,0.14,1.58,1.36,151.0,0.17,9.9,8.7,6.7,64.0,125.0,24.0,forefoot,219.0,78.0,147.0,115.0
SH2359,P359,20,F,160.9,65.5,grass,spikes,0,14.98,Below Average,1704150540000,0.65,-0.52,10.16,0.43,-0.055,-0.19,3.91,3.68,3.55,3.84,2.15,2.67,173.0,3.3,551.0,0.11,1.36,1.07,266.0,0.08,7.7,9.2,6.8,77.0,132.0,15.0,heel,289.0,75.0,136.0,112.0
SH2360,P360,22,F,169.1,77.4,gym_floor,running_shoes,0,14.57,Below Average,1704150570000,2.42,1.07,10.19,-0.341,-0.088,-0.955,3.88,3.75,3.44,3.51,2.83,2.74,179.0,3.8,464.0,0.11,1.48,1.39,243.0,0.06,9.6,6.6,9.4,87.0,105.0,15.0,forefoot,279.0,74.0,140.0,120.0
SH2361,P361,31,M,169.2,75.0,synthetic_track,spikes,0,11.88,Good,1704150600000,-2.04,0.23,9.65,-0.738,-0.489,1.191,2.69,3.11,2.85,3.22,3.22,3.37,170.0,3.3,402.0,0.37,1.61,1.04,198.0,0.24,7.7,8.6,9.4,90.0,90.0,25.0,midfoot,210.0,68.0,116.0,95.0
SH2362,P362,32,M,178.8,77.7,synthetic_track,turf_shoes,0,11.65,Good,1704150630000,0.56,-0.16,9.96,-0.72,0.256,0.857,2.86,2.86,2.88,3.06,3.13,3.43,165.0,3.6,559.0,0.17,1.21,1.26,207.0,0.08,7.4,8.0,7.2,73.0,108.0,22.0,forefoot,127.0,75.0,130.0,97.0
SH2363,P363,15,F,156.8,49.8,gym_floor,basketball_shoes,0,13.96,Below Average,1704150660000,-1.01,-0.62,9.65,0.632,0.119,0.289,3.35,3.37,3.49,3.75,3.15,2.87,140.0,3.3,652.0,0.58,1.28,1.39,247.0,0.26,8.5,9.8,9.6,95.0,111.0,11.0,heel,197.0,62.0,130.0,107.0
SH2364,P364,33,F,171.9,73.7,concrete,spikes,0,13.83,Below Average,1704150690000,-2.24,0.59,9.51,-0.016,0.4,0.795,3.49,3.46,3.73,3.16,2.93,2.89,126.0,3.6,608.0,0.57,1.94,1.25,223.0,0.24,8.4,8.8,7.0,62.0,132.0,16.0,midfoot,217.0,68.0,118.0,90.0
SH2365,P365,29,F,168.0,59.0,synthetic_track,running_shoes,0,13.93,Below Average,1704150720000,1.04,-0.54,10.26,-0.191,0.137,0.278,3.48,3.58,3.61,3.26,2.78,2.87,148.0,3.2,491.0,0.5,1.74,1.28,193.0,0.24,7.3,9.6,7.1,95.0,92.0,22.0,forefoot,171.0,67.0,133.0,116.0
SH2366,P366,28,F,155.6,50.2,grass,running_shoes,0,15.34,Below Average,1704150750000,-0.51,-1.03,9.26,0.342,-0.222,0.282,3.49,3.83,3.76,4.26,2.34,2.61,144.0,3.9,531.0,0.18,1.57,0.92,235.0,0.07,9.9,6.2,6.1,88.0,129.0,15.0,midfoot,322.0,63.0,137.0,105.0
SH2367,P367,23,M,183.8,61.5,grass,running_shoes,0,12.83,Average,1704150780000,-2.03,-1.22,10.46,0.066,0.144,0.989,3.48,2.98,3.36,3.01,2.5,3.12,199.0,4.4,502.0,0.37,1.89,1.26,186.0,0.07,9.3,7.6,7.9,81.0,99.0,17.0,heel,119.0,77.0,121.0,93.0
SH2368,P368,22,M,178.5,61.3,grass,cross_trainers,0,12.31,Good,1704150810000,1.28,0.6,9.78,0.744,-0.476,-0.157,3.13,3.2,2.89,3.1,3.33,3.25,178.0,3.6,628.0,0.26,1.61,1.28,287.0,0.21,7.7,8.8,8.4,89.0,131.0,16.0,forefoot,200.0,70.0,120.0,88.0
SH2369,P369,23,F,156.1,49.4,rubberized_floor,running_shoes,0,12.9,Average,1704150840000,-1.97,-0.46,9.91,-0.151,-0.077,-0.003,3.38,3.29,3.26,2.97,2.76,3.1,158.0,3.8,490.0,0.41,1.5,1.34,209.0,0.39,8.4,9.7,7.6,86.0,111.0,20.0,forefoot,328.0,64.0,142.0,118.0
SH2370,P370,25,M,182.7,73.6,concrete,running_shoes,0,12.0,Good,1704150870000,0.65,1.29,9.74,0.466,-0.029,0.545,2.87,3.18,2.93,3.02,4.0,3.33,167.0,4.5,536.0,0.21,1.65,1.32,243.0,0.13,7.3,6.1,9.6,70.0,128.0,19.0,midfoot,273.0,76.0,149.0,126.0
SH2371,P371,31,F,162.1,67.4,gym_floor,spikes,0,13.67,Below Average,1704150900000,1.17,-0.37,9.02,0.168,0.282,-0.938,3.5,3.43,3.23,3.51,2.87,2.93,166.0,3.6,593.0,0.22,1.88,0.98,267.0,0.11,6.8,7.2,6.7,85.0,90.0,12.0,forefoot,385.0,78.0,122.0,100.0
SH2372,P372,16,M,170.6,56.2,gym_floor,cross_trainers,0,11.34,Very Good,1704150930000,-0.32,0.74,8.7,0.275,-0.239,0.342,2.82,2.63,3.03,2.86,3.78,3.53,176.0,3.8,706.0,0.22,1.75,1.4,223.0,0.12,7.3,9.2,7.2,78.0,108.0,9.0,forefoot,119.0,69.0,148.0,127.0
SH2373,P373,22,M,166.2,70.6,grass,turf_shoes,0,12.74,Average,1704150960000,-0.05,0.6,9.41,-0.761,-0.229,-1.141,3.08,2.96,3.36,3.35,3.66,3.14,182.0,3.6,426.0,0.44,1.42,1.12,268.0,0.38,9.5,6.4,9.4,78.0,96.0,14.0,midfoot,142.0,67.0,136.0,110.0
SH2374,P374,20,F,155.1,57.9,grass,cross_trainers,0,14.87,Below Average,1704150990000,0.12,0.6,8.52,-0.115,0.387,-1.14,3.76,3.47,3.61,4.03,2.87,2.69,133.0,3.8,532.0,0.33,1.41,1.4,277.0,0.22,6.6,9.3,6.1,89.0,125.0,18.0,forefoot,300.0,77.0,137.0,113.0
SH2375,P375,17,M,170.2,65.6,synthetic_track,turf_shoes,0,10.77,Very Good,1704151020000,0.15,-1.04,9.27,0.453,-0.272,-1.133,2.53,2.59,2.72,2.94,3.26,3.71,185.0,4.4,569.0,0.25,1.93,0.91,162.0,0.07,6.2,9.2,7.9,60.0,98.0,21.0,midfoot,400.0,72.0,116.0,82.0
